, -0.4237306189839629
kendal,-0.19290393517681706
higher,3.489944864532466
bear,-1.5849692964400643
cahil,0.04395383815771918
'best,-1.8924829230201512
block,-1.76017179121872
hopkins/rock,0.4002450169396896
despis,-0.5295387305277259
meaningless,-0.8117281673455672
majid,1.3266660209377803
[b]ut,-0.12999586687909112
[taylor],-3.14196968679781
teleprompt,-0.09565721668858199
drabli,0.7874078279343925
inhal,-0.7921460551416611
attent,0.4558376531028164
dictatormadman,-0.5640476490198311
part,1.6212111356035248
unlik,0.12697415063689735
keep'emguess,1.4602102865317599
[kim],-0.40733259130057503
ink,-0.11220237796225614
thunderstorm,-0.6245106367659762
train,0.5941918332006617
injur,-0.6433673680281745
meter,-0.4701500898238138
alex,-0.5106205154847421
shockwav,0.09956984556205879
hanki,0.7596510970591422
hackandslash,4.352117073715191
hammili,-0.5964126824166124
prowildlif,2.504663031352988
yawn,0.5434500324991609
digniti,-1.2508116128030573
hiddenagenda,0.2317814376935151
duma,0.06640542245223957
nubil,-0.024727397711715594
godfath,2.6468718348747577
ether,0.26915685634264175
supercool,1.8120042055380408
eastwood',0.08584673957159819
clichebound,-0.39540047496064074
wilson',0.6381154828370841
snipes',-0.06298079237513886
similarli,1.5462931698310394
grandiosa,0.5746534219373624
tackl,0.7589905727272133
toughest,1.3263956564992165
scrap,1.5001246888731663
avoid,0.27579291203705836
greene',1.0724282331024595
kline,1.1140635556113938
bedroom,-0.22997472070194971
impress,2.532131422821694
ghetto,0.46500817756958923
chelsea,-3.184569156063531
chapter,-1.7438129038789736
'significant',-2.0055797301144835
empower,-1.818183794864215
belt,-0.21588682040702603
fright,0.7202362167982405
fairi,-1.148385433123074
shirt,0.060763301569423986
unknow,1.3928727881832823
oftendeadli,-1.4732703600906496
annex,-1.1838885690690586
homespun,0.7293015167569392
worn,-2.8673129274130806
interspl,-0.04192575917032418
underwritten,0.47979905314812715
destine,0.0104354575227905
adams',1.131803726658674
focu,-3.0103458432442185
auteur',2.091957127094499
eighth,-0.6150949581837438
iwai',-0.46128834924794143
paranorm,-0.33822116830318744
dullard,-1.4945479153827428
shadyac',-0.18857480612232724
misfit,-1.1882202672374893
omin,1.1125537454249836
froth,0.9221445262586049
[t]hose,-1.0193766182765291
statecraft,0.994021549748968
babe,1.0150743942203144
chaykin,0.173586002231096
'truth',0.1973522055783406
captiv,3.1574962451879665
oili,-0.17499810296479903
inexor,-0.6654254282664582
reenact,2.0394179048138197
rampl,0.4463904345253553
punish,-1.317125105102018
spare,2.745971450827035
futurist,-0.42357913639373335
breach,1.1319744576651807
perenni,-0.16740384794045673
selfmutil,-0.011444012093500691
parent,-0.24412098263526458
vibe,-0.021201883637786675
mediocridad,-0.31397427646989945
materi,-1.0696031663299124
sandeman,0.07844534412330524
infomerci,-3.089893991760301
katz,0.008430469140153045
painless,-0.18219740005899593
mundan,-2.436034773821178
unstint,0.08503269718639883
crux,-0.04104841721039422
recurr,0.8312713762515131
uh,0.460263734638924
ponder,3.066175485431075
stomach,-1.3338701753281814
unwari,0.815686039238041
anomali,0.4270527328753822
secretari,2.671486633168263
sander,0.9762040101191608
bien,1.3219032359864062
shatner,-1.7472769557862269
pluck,-0.08398789579155518
frodo',0.49188822532689264
solac,1.0483741598379461
clonegag,-0.8408997750538275
avon,-0.049986250589732883
name,-3.709813136352686
beyondlam,-0.8078699724788329
gaspinduc,-1.4969342876177796
gratingli,-0.16308353034428474
kapur,-1.2289892372866205
savori,0.956215400712204
splatter,-1.824669522192053
innat,-0.6005448181901
trickster,0.30715315001273014
retold,-0.721583474347056
pianist,2.1310319468991588
hace,-0.44253771664080416
trip,-0.7297694875879465
poof,-1.126383106879795
timefram,1.1181326233840654
storytel,-0.20199989303159832
moot,-1.612957220447254
vibrantli,0.05399950159719281
allfrench,1.2761777884116507
defer,0.12486210705793796
ne,0.045940156387415644
beani,0.501113651811247
switchblad,-0.42273443246332
diplomat',0.994021549748968
orchard,-1.1562340578115122
chatter,-0.12428581682201968
african,1.6432596417136187
firebreath,-1.8192002015472415
delicia,0.25795493810739245
[jeff's],0.08064683904408336
cellophanepop,-0.03425276212920555
penn',0.9177775792554648
pray,1.9306975176755892
bambi,-0.09813193878180727
wisdom,1.3374618628383494
passiv,0.45272725845861395
wendigo,-0.7111425437999631
bewar,-1.1092059590015244
cut,-0.014942817746759526
playedout,-0.020728311916882666
pretenti,-2.9720526281870083
verdu,0.052148902440998915
balkan,-3.800994555533061
portug,0.06227724350965374
rote,-1.225029211424278
feelbad,-0.9946277388952943
choic,1.6240710315357183
resurrect,-0.133912436035148
subsophomor,-0.3322106007943033
eastern,0.49703861155503753
centr,-2.301070809823402
piqu,-0.1547706567628212
atavist,0.04821072817787396
fair,1.2951704535865414
dominatrix,0.31277777708049825
sweetnatur,0.31447715493696404
prior,-0.3982232098070134
unrel,-2.3191974001979543
pubesc,-1.4301293735636142
led,0.315587115755421
rorschach,-0.4763251196422922
unhappili,0.8600397580551731
thrillingli,0.5090562617744868
lohman,0.8088833673170877
maudlin,-3.0251952011179033
superior,2.2172872136366375
feral,1.8810808344772671
drift,-0.7171480522321476
ocean,3.060142757870015
itali,0.14150008621651608
heartwrench,1.185123376611677
can'tmiss,-0.05815740204725857
actor',-2.058711771991677
halftim,-0.3567081663623637
antifeminist,-0.0806038066903801
victor,-0.2003451440103292
ugli,0.5919940465687598
rate,-0.9905686748837508
rice,-3.4829230825244832
therefor,-1.5837499455476085
showgirl,-1.3122975134122596
bod,-0.28059004587006114
seesaw,1.2732875670593682
lovebird,-1.0467968636367808
tarantino',-0.32310152486994803
reason,-1.2953972636818234
juli,-1.148622190161982
unless,-5.581821738553752
stun,0.7552284267544501
sprawl,-0.3713038281213654
excess,-0.41935603710866703
cower,-0.14372902491768935
clyde,-0.15469512936401034
acknowledg,3.2303736136268886
tireless,-2.0996231368428258
eyeopen,2.4363538368633617
rope,-0.4017903206239748
gourmet',0.21052477993500293
cyndi,0.5617041757047059
tenth,3.2504812236700102
estrang,0.9693892036410255
tiempo,0.4878609667396579
sister,2.6883815511973186
frustratingli,-0.7761639182740299
[woodi,-0.2176976600960411
libido,0.7101294339294417
underplay,0.4235979068045425
pta,-0.12681370594672467
agit,-0.5123351937500663
duvall',-0.6684221326191837
impair,0.23349967959856746
lipgloss,-0.3518662583233499
bloodsh,-0.19444791961416194
spout,-0.7220872722808787
fizz,-0.7602572816556514
culminando,0.30627349428737355
tenor,1.8836244219753695
catech,-1.6320862590040235
welcom,1.989631412533272
meati,-0.2184871512612514
everyday,4.504117436935811
agon,-2.6510893380103018
show],-0.4478880533397475
listless,-5.048442644293146
dickensian,-2.84118315852085
spacey',-0.610093805245814
empathi,1.633414423687436
psychodrama,1.6111993641981428
evelyn,-0.30615459079018703
schizo,-0.2578202283327959
denizen,0.2828167333518998
leguizamo',-0.027439453736764274
fiorentino,-0.039921804760563354
oftdescrib,-1.2846745042554961
destini,-0.4224181742095482
scrape,-2.4363115864976015
shadyac,-1.6424356417513533
hybrid,-1.2637359286764585
windtalk,-0.6726512422184214
python',1.7130665980497233
jawdrop,0.031282810542558354
notsobig,-0.3449853020655526
stapl,-0.11409302095359262
life',1.1301417582863393
motorcycl,-0.4642446644990583
bad',-0.05419827241427596
heartbreakingli,1.0774357008642623
spend,-0.7016891789175387
wage,-1.2667250336389981
diseas,0.45961556371390744
pride,0.4719802101770436
niel,0.7222880692352328
singl,-1.2885384489038256
'we,0.37853864894684525
strenuous,-0.4883862626816567
meanwhil,-0.8356299245182848
zaza',0.12065012470405256
dissect,0.14246140917819855
extravaganza,0.9072169185110562
lee',-0.15902576481285366
ton,-0.3330477308139265
films',-2.016716938329458
blasphem,-0.9766433535875662
consign,0.6606741565991556
whatsoev,-2.1303269392647914
excruci,-1.6260865184307076
moloni,0.15046740033371495
protagonist',-0.9316236264887489
evapor,-0.9171705385999315
fundada,0.5929882000941128
forget,-0.421238910844195
accumul,-1.1960355637155562
butterfli,0.4573427093266557
akasha,-0.575327068288359
damon/bourn,-0.05839867480934568
frost,1.1151109232821972
stillcontemporari,-0.72989867372426
freshsqueez,1.4182883168457938
egraveyard,1.069477080844186
dond,0.42555776661307615
fate,1.8357606720169228
alltoohuman,-0.9716172304852022
mimicri,-0.05384393306572466
desert,-0.3302502831611666
shawn,-0.6324280601331884
spiritu,-0.2388173927718481
ba,-0.7380083096742215
spirit',0.08344439656528899
crossingov,-0.1382603657680002
farther,0.6252777251413594
heav,0.0783676472486546
revigor,0.7889765837733802
lumpish,-0.36504688758809073
consequ,-1.690041662490209
screenwriter',-1.5357160994057646
bride,2.567092631295708
deuc,-3.4808467884106165
arthur,-0.9030711275710199
doeey,-0.5404206857878604
oscarcalib,1.2370754011061744
subtleti,-0.6659887439251967
hurt,-2.175551335853617
search,-0.768178724726545
pranc,0.4335505759089067
surfaceeffect,-0.06684480200567436
sleepdepriv,0.20522452786030837
ride,1.7926160769981276
preconceiv,0.018249955020614158
urgent,0.6065213785262388
unbalanc,-0.9899341326293323
mock,-0.9312998932248407
oddbal,-0.650431777830652
versu,0.41500228717023163
bind,1.7014127718222511
overachiev,-0.7965666462911616
conspiratori,0.3443206230882652
kubrickmeetsspielberg,1.3150690349238723
stave,-0.41621481632582763
dissid,0.32413423199420666
trust,2.887218797293424
gate,0.3866922119542873
crash,0.7491675994181171
actuación,0.8312713762515131
sear,1.1306638916219771
bernstein',0.44269815041089705
mafia,1.7958939345068066
cater,-0.9045677748987649
transmogrif,-0.4881595831317023
marine/leg,-0.3599619132877967
waltz,0.8672684061283126
remark,3.8687718154452666
danang,2.9626065279453826
child',2.4127043721087778
setup,1.5800015773417175
pressurecook,1.7355123616328971
proverbi,-0.25585602511919514
craftsmanship,-0.48613445248782783
[w]hile,-1.09501124727712
laughoutloud,0.35183299819598357
screwi,-0.09917998444680494
offkilt,1.4721264159138028
oil,-1.1867126291624828
clownish,-0.1255242390112614
excurs,0.39869992549057853
dialog,-0.9618814519364165
momento,1.3786708160925103
meyjes',0.7565014536935931
misbegotten,-0.13013121037768466
wartim,-0.7131112270879375
reopen,0.23258556096791552
reap,-1.4139773056212914
sort,-2.0687465234222593
spiritualuplift,-0.11391907897087633
[frei],-1.8367419546379775
estava,0.1443997315748461
mess,-2.1475165363920565
'open,-1.1916270671176519
upfront,1.2213106112378687
blobbi,0.12492344657863183
glumli,-0.42567630226546593
variabl,-0.4111488785118452
inject,0.37116881324766415
spectat,-0.5054132434791099
orphan,-0.08667085029461111
pregnant,-1.4259717660664906
cradl,0.09072694808539561
nickleby',0.19472262255215336
childhood,-0.8304612477510783
vie,-0.6745673101332205
prison,-1.2819865882106438
refus,1.1719468448942016
contempl,-0.24982535673811015
tongu,0.19713032115023343
valedictori,0.10120055705844541
simpl,-0.6688623874297407
meekli,-0.024527481979125177
vece,0.13347343463359046
offhand,-0.6307323392297013
hoffman',-1.958499135351137
alarmingli,0.32413423199420666
whodunit,-1.984443408828495
martha,2.4734973879562365
nonexploit,0.0382290438515287
control,1.1501757583066532
sprecher,1.8541135077911575
merg,0.6497420415995746
forewarn,-0.1880496333763533
reilli,1.167269765204469
astronaut,1.4216650160026731
grandfath,-1.536775383580243
veil,-0.026302205174588852
bangthedrum,-0.06791172561158804
doug,1.1158068126470662
embrac,2.200428967374894
inevit,1.5515000881028882
it',0.9414522865886317
beverag,-1.1666134281335916
sexo,0.29208433197947997
germani,-0.2279897963759533
treacheri,-0.01611878579433484
weakli,-0.062005061307051926
fire',-0.4714663326861566
step,-0.5191833947087875
wave',0.9033901827425702
puccini,-0.12681370594672467
renegadecop,0.8892644538463884
nachtwey,0.3819058219890401
qual,0.08503269718639883
pill,-0.8436019989760952
glanc,0.835258832375102
aknock,-0.1576599292038496
ookyspooki,-0.8985899056674623
ótimo,-0.28126480875854015
unentertain,-0.029741899067470812
body',-1.0731011477630144
instruct,1.0185119022266922
driver',-0.8464772943221346
commentari,0.10858815988359113
writer/,0.08560678613803585
connoisseur,1.8919874279283995
fabuleux,-0.33336716362545565
goodi,0.827656348643118
allus,-0.4308495934491039
yet,0.8254158846292404
safe,2.4136478520630975
guest,-1.756116284705769
[e]ventu,-0.5138822362883396
caffein,1.4190787062563015
show,-0.20683040955704066
smash,-2.0872439941609393
igloo,-0.2920750075047578
difficulttoswallow,-0.7306068571339603
inclus,-0.47563932870148723
navig,0.14350249112222063
lifeaffirm,2.5333400486714934
usher,-0.9354695975719197
massmarket,1.744632880838486
alcohol,-1.1666134281335916
piscopo,0.173586002231096
stoical,0.062307479072009286
mandi,0.9900469678357745
chainsaw,-2.1532406149847065
quadrangl,-0.3690592006019747
idioma,0.16094394382555524
respect,1.232504280494474
specul,1.7642860520121062
mend,0.6283315145450062
overplay,-0.9453279749695298
zap,-0.8142630715799262
thanksgiv,-0.7987891498674436
oblig,-1.858299709743868
steer,2.2575584522231167
pungent,1.1768509956666158
wideey,0.7607542089425288
sisterli,0.05900386271630597
someday,0.566403450567177
beersoak,-0.48354195640377934
freundlich',0.35425895984427486
intacto',1.010090969947576
clair,2.818815423181292
facil,0.7630554420664322
ageinspir,-1.9591107497066005
needlessli,-0.7315528042511596
genocid,-2.0530775709063476
microscop,-0.7596821270611318
shallow,-3.684986157880728
dishonesti,0.49061652192235233
mont,0.3325327557927358
skill,1.9219998822571727
razor,0.2068940329353655
falter,-1.7515985348490906
overproduc,-0.7469362468399962
supersimpl,0.6202127648239204
drama/charact,0.36537341025942455
motherdaught,1.4366195292219064
bullsey,0.45836735053015054
lie,1.0860412768694956
lowcut,-0.25620122902877895
han,-0.20562281638982194
[director,0.7513643021609568
frequent,1.0446717537850334
incur,0.38879389358235156
turntabl,1.455784996796118
gullet,-0.176817458570676
placid,-0.2663533369241791
everwatch,0.033267267859746284
selfpromot,1.8177238780829426
woundlick,0.07792309580481836
gil,0.6098574426161988
stepprint,-0.36989552646560875
lynch',0.7581242777978283
downtown,1.5072233768702326
oliviera,0.08012728311591148
adject,0.06684878106366166
bowser,-0.23165197098189094
characterist,-0.9626415893251209
troubl,-0.7751289750494148
archiv,-0.724352768210253
floor,-0.06269705305963577
vigor,0.49785476392193123
grouchi,-0.908654969392585
baffl,-1.7576537463475825
labute',3.8760425875249345
trabajo,0.4483498561592664
can't,-0.16860974109663546
reminisc,1.9133515156959222
bravado,-1.1841403199598308
postful,-1.7171805400796014
smugli,-1.6598073208823794
vivaci,-0.2119956313027468
regan,-0.2872376780541883
kurdish,0.15392807904667327
petersburg',0.02840593871386976
heel,-0.6774442692724145
confin,0.3484708543283839
repuls,-2.9375565407593798
vivi,-0.23558109311607903
specialti,1.096872806687604
ear,-0.32472241203232843
comatos,0.15934233751806057
duel,0.3426027147251503
wiseacr,-0.9008222341902529
person,-1.3898248804057554
unknown,1.3917936153340116
prod,0.618069592087783
porky',-1.8521788539604807
clock,-1.1521315823516924
litmu,-1.531297200837696
loyal,0.5541671853602844
snail',-1.1534291968558477
schmidt,2.8893035078623
monsterinth,-0.486846228736555
sept,-1.1109163149611545
lecher,0.07807414383737062
let',-2.2170081529622006
headbang,-1.0471362116365168
sair,-0.27765328392879957
macdowel,0.39481693939708756
alic,1.0702980658758927
directress,1.5492917266881931
amus,0.46672949324428437
chiller,-1.3655042988682653
migraineinduc,-0.4199589458828104
ballisticpyrotechn,-0.18567141295825432
board,0.18430186017955108
slender,-0.5626015971293984
juiceless,-0.6256882325013277
entic,1.731012315565596
subject',0.5890176552704633
tnt,-0.898806713093001
baadermeinhof,0.5270715751396128
huston,1.8154324738344554
embroil,-1.3426842049015948
[headbanger],0.31204119486895926
flatli,-0.2306114079196786
righteous,0.20885164652795374
soul'sey,0.7842908086169198
slipshod,-0.627861190287218
picture',-2.563562483881587
scenechew,-0.2890436140998182
provok,-0.7962002992648954
grandiloqu,0.41452327997194366
earnestli,-0.22608604304964453
'top,-0.15486784846084126
indefinit,-1.087436998751959
post/,-0.31490975285182354
'carent,-0.5716670658832512
cheaper,1.4156347884538765
forebod,0.029511368358346144
alain,0.19655803978578212
bluechip,-0.3708401730944274
troup,-3.666477156700988
nervewrack,0.05183074797709794
caddyshack,-2.086919962397224
naipaul',2.358008910818654
flynn,0.5226131896865502
longliv,1.3389098755521411
blue,-1.105608545467666
breathtak,3.3367518735412562
craig,-0.30381797531004645
slashermovi,-1.1835551989223012
futureworld,0.47014017626477766
glimmer,-1.336918757277166
pizazz,-1.4860257086937025
quick,-1.90283927979736
cinema,3.5990943061231646
boilerpl,-2.143939124497042
'swimfan',-0.02209237902724024
lent,-0.8482519930975546
kjell,-0.773695160509881
musicai,0.40224781809096605
pictur,-0.596498404556739
aptitud,-0.36036946046899127
life,1.3320313301409037
flashback,-1.1733348305039637
ya,1.2670001455153892
videoview,-0.12768819778556814
shiner,2.4277511656295645
cult,-0.6817352718132388
hate,-0.1874448801576337
borscht,-0.7315217002078616
greenlight,-0.26744352408992816
liar,-2.0242887853567924
runofthemil,-1.5190451680056334
shore,-0.8038488225298495
cheeselac,0.46268943765612924
inflect,-0.3209090460105679
boardwalk,-0.09980180969737075
uneven,-1.4166478691944935
ador,0.8894841082451272
openli,0.6643891656184554
dosha,0.11334441552612295
selfcrit,0.08365835635791362
welldevelop,0.28477615364245873
wells',-1.1596978727298826
lolita,1.097862908101949
surfac,-0.6713452748880601
dogpaddl,-0.07025358135830416
…a,-0.3635454693872494
[newton]wand,-0.34469101635920313
dan,-0.6324280601331884
realiti,-0.8892214393230035
floweri,-0.7607268332315011
deeper,0.6657218303645792
rancid,-0.9947125773684437
champagn,-0.15310095523464715
potemkin,0.3937671791182321
perfect,1.320389286727745
mildmann,-1.6110158595953936
squirm,1.2645367324304342
longtim,-0.8422578076061177
bowelcurdl,0.8745129605648141
numer,0.9851575322799183
banterfil,0.18444409243673449
eric,0.6798953731730629
[on,-0.4478880533397475
panther,-0.7395133252092572
romero,-0.0662877707944363
compos,-0.9665480679865828
variou,-0.9635421800438774
path,0.9967278842764361
dilemma,0.0654195294727928
deepest,-0.5465735754049853
starsplash,-2.740258894993524
annoyingli,-0.13453854526032547
drenchedinth,-0.4574795099436567
black,-1.1956442160216505
spotlight,1.5941302840288394
lopez',1.520173897351484
engaña,0.29208433197947997
wellcharacter,0.37833823522521715
midlif,2.066077907283401
phrase,0.31126277092260785
mesh,0.9924766615933611
indec,0.6083511957485466
fluke,-1.1644163487356223
divertida,1.0277776206281672
heartraterais,0.4811125613612593
selfdramat,0.9929183590219934
selfdefeatingli,-0.21449789624381918
loos,0.02061208316814738
wherea,-1.7387858850792166
elli,0.1557322469981517
holland,-0.21237815175672056
anthropomorph,-0.7283584054717626
costner,-1.0424142904081912
anxieti,0.038252318568872325
enthral,2.338059417168784
instabl,0.5690580107544156
unexpectedli,2.0721549991303547
mill,0.8936369608956888
nod,-1.7495065469023938
forgotten,-1.000397781893846
ahead,1.3200449425731298
backwat,-0.047367627882049346
wim,-0.3001475629914919
convinc,-0.8234414361806749
imax,1.9449440012113497
interestingli,0.33748961356518714
disloy,-0.8323657924008135
outlet,0.3262911145568701
pacino,3.0600997680488753
itch,0.9741347196689089
throughout,2.032513318315254
pauciti,-0.3238628922136393
familyfriendli,-0.6799898102300236
mtv,-0.474577136937938
formuliac,1.3446148794486317
licens,-2.8352790864288866
assayas',0.4792840166295038
waterbound,-0.20674345060133945
submerg,-2.1557071590503813
brent,0.23726375630290547
grave,-2.3419503137659867
fi,1.178299159496765
alway,2.846867240597885
sun,-0.16478923861179265
plot',1.7583109950777256
screenplay,-0.13075457488888062
lake,0.7967041138815858
sumptuou,1.2208309151845627
stomachturn,1.4161390253243253
gulp,-0.2779006057078285
communion,2.740155201951472
scrutini,-2.223237361537696
upon,1.4554664427030077
stray,1.0635354535840755
end,-0.26363520758542824
thurman,0.3202063317301737
lure,-0.5893784301840366
evad,-0.7106698184465712
tardier,-0.5495710168381377
selfimport,-1.4664467050165435
devilishli,0.7222880692352328
barbara,0.10452472568401443
premièr,-0.8774191824096755
underwear,0.5508583709047339
wednesday,0.9902463865441269
lauren,0.02369897457584675
hour,-0.7074942612274726
vein,1.9266027766948317
diction,0.3262911145568701
sip,0.7431392557911654
sexinthec,0.13648477330392994
ponytail,-0.07759744644341941
somnol,-1.175556519131635
trifecta,-1.5993790961857945
gilligan',-0.17666557176753306
meow,0.5435418038608967
catharsi,-1.2867058929863016
lawyer,-0.1780911938334694
humana,0.30909426044288785
series',-0.6555254311165886
satirizado,0.24384058743334974
cafe,0.15619405619057908
tutori,-0.8698777680105793
emperor',1.2107910492677392
improperli,-0.2624990655640954
depict,0.41467697992423236
bend,0.6323306742430896
weaponri,0.6347696693283049
join,-0.42034436695028415
'it',1.0058051923138465
scherfig,-0.2590786687221064
aton,-1.1506448554764397
dreami,-2.642804653539869
slashdash,0.07968914894918991
slough,-0.29392436404482025
freakshow,-1.153628257376264
mean,-0.8996177908288634
gut,1.989532794267317
effort,-0.4411606651457796
undevelop,-0.13102778765888026
spent,0.14029211041640877
complain,-0.7117578710609931
welllens,0.3644693991337306
borderland,0.15392807904667327
nohe,-0.9995938017819787
zelda',0.6351127887575244
probe,1.583936279206483
hardparti,-0.31022004150773713
bent,0.6760457687478552
diner,0.20527595883447045
subject,0.36673283454519917
breathtakingli,1.7483966004998377
elderli,0.05177412375695841
blethyn,-0.16294569549121007
chabrol,0.7444020229528414
nuke,-0.3517974422124841
rudimentari,0.9594622242459907
sunk,-2.3859126202207275
construct,1.9388874127863485
cynic,-1.5737888123407293
ryoko,-1.3338363708955339
amiss,0.7295756605637878
pelo,-0.5952390852284408
constraint,0.6248142937055874
sexual,3.0645163867492964
settl,-3.2314330719624595
hanks',0.07773598996522436
lasciviousmind,-0.949566916959775
beseechingli,0.11059990893808112
sensespin,-0.5943917968377906
salli,0.615516093938567
rework,-1.9554658085691548
antithesi,0.7297148048839242
volcano,-0.5854611358919642
loaf,-0.230859776027182
pixar',0.0868684537262843
spell,-1.353259260103606
knockabout,-0.6554951612228856
momentum,1.779351748046759
savvier,0.03162219840864125
persona,-0.22231522341187707
genderwar,-1.0597237892418174
[westbrook],0.5029409683663739
nearmiss,-2.7093955359307187
herzog',0.03898008194553865
actual,-0.02056481788297056
bang,-0.7817428621708775
jazzplay,0.30050465649339725
despond,-0.8079492446663953
fizzl,1.5217117830200904
limpli,-0.5699780953640382
belittl,0.8609229378040738
liner,-0.5001147803968817
misstep,0.5980735797665776
grittiest,-0.07263949394047098
fruit,1.3647374280048958
buff,2.3008194177948997
sidesplit,0.08492427737678301
croak,1.1706748311621733
'frankli,-1.9908542456094107
outrag,-0.32463191332363134
perabo,0.129772321015627
determin,0.2938989774944055
maledict,-0.16390605327314708
react,0.3640770307417505
[toback's],-0.1601920026866841
ong,-0.7957783834411629
clip,-2.350026136327543
interperson,0.5628594363631025
unexplain,0.3241721673894046
tvmovi,-0.7176861623024301
wrong,-2.2748417515247294
tolstoy,-1.4113853653532886
sidestep,0.038252318568872325
wellmeant,-1.4351096545051514
goodheart,0.4534343384566349
playwright,-2.461993017548495
mayb,2.276350003477227
appleg,-1.0917941508474758
rae,-0.12550377745110153
spot,0.5984347917845563
matchup,-2.6428900204472314
microwav,-0.3708401730944274
convent,-2.1193944643648046
olympia,1.451322024056814
hopkins',-0.7379038988052028
ultim,-0.5476226582417065
pitfal,0.3389136183365087
epitaph,1.501745135242626
goldman,-0.19237361652653542
filipinoamerican,1.2100062029496559
meltdown,-0.05104738313833784
bowl,2.7584727138422913
sexploit,-0.16602707761223406
bedtim,0.6953671110031758
buzz,1.038899283996196
'scooby',-0.4931210122327054
histrion,-0.7748577516943159
hardship,0.08924991215348461
japanim,0.4379964254944852
journey,3.4753966628287833
hitlerstudi,0.14003368940470035
regist,-0.8331799684289285
scare,-1.6706719855984755
undeserv,0.15479792496452496
river,0.5464466330122716
quak,-1.0244695523182201
endgam,0.07122926128284905
chopsocki,-0.042047604965075966
lone,1.110119387861851
simplic,2.229080667459774
avary',-2.2460001776953984
rediscov,-0.8213709623325031
intuit,1.8296737617729295
upheav,-0.4529845360494581
ecolog,2.6263614550542664
small,1.9466853348277304
smallscreen,-1.2362128886538946
zeitgeist,-0.12548227700251727
affront,-0.3812762633366156
toofrosti,-0.42700562901606937
salaci,-1.063185873697213
grungepir,-0.6694970471367543
lugubri,-0.4066531241766637
touchingli,0.9714903835872701
hossein,-0.4433539287839348
cannib,-0.6017864408291274
vereté,1.2200033275801805
clungto,0.02933979432256589
hero,-0.9492509972492914
[creates],-0.05645688727642455
leanest,0.9991401472376511
speak,0.14783999022136404
ballpoint,-0.11220237796225614
flatbush,-0.20089230668465735
comprehend,-1.6124385703348072
nickelodeon,3.5172511226761416
feat,0.1403969367496729
outoutrag,0.7103111203391987
indepth,0.7324969615989407
goya,0.6498391609884069
economi,0.034428307504921186
[meditation],0.9315392341425043
barf,1.3729570123069554
fulfordwierzbicki,1.9185441869963815
arena,0.20324259586559806
profat,0.41441069799443264
mccrudden,-1.9132358957740925
taught,0.34251478358940185
upload,-0.08994624459542483
tumult,-2.4430568003278696
